stratum,tm,pop_average,pop_average_u5,prop_idp,y,m,admin0,admin1,dep_rate
Buuhoodle,68,78705,19676,0.558104616,2017,8,Puntland-Somaliland,Togdheer,163
Buuhoodle,69,79652,19913,0.569907848,2017,9,Puntland-Somaliland,Togdheer,1817
Buuhoodle,70,80133,20033,0.584452411,2017,10,Puntland-Somaliland,Togdheer,493
Buuhoodle,71,80269,20067,0.58704609,2017,11,Puntland-Somaliland,Togdheer,424
Buuhoodle,72,80400,20100,0.589193285,2017,12,Puntland-Somaliland,Togdheer,0
Buuhoodle,73,80674,20168,0.590995488,2018,1,Puntland-Somaliland,Togdheer,9
Buuhoodle,74,80810,20202,0.591041749,2018,2,Puntland-Somaliland,Togdheer,21
Buuhoodle,75,81063,20266,0.592656495,2018,3,Puntland-Somaliland,Togdheer,19
Buuhoodle,76,81209,20302,0.592869811,2018,4,Puntland-Somaliland,Togdheer,6
Buuhoodle,77,81346,20336,0.592900297,2018,5,Puntland-Somaliland,Togdheer,13
Buuhoodle,78,81961,20490,0.599121581,2018,6,Puntland-Somaliland,Togdheer,102
Buuhoodle,79,82088,20522,0.599472996,2018,7,Puntland-Somaliland,Togdheer,50
Buuhoodle,80,82219,20555,0.599617704,2018,8,Puntland-Somaliland,Togdheer,20
Buuhoodle,81,82382,20596,0.600022587,2018,9,Puntland-Somaliland,Togdheer,1878
Buuhoodle,82,81355,20339,0.594401518,2018,10,Puntland-Somaliland,Togdheer,15362
Buuhoodle,83,66438,16610,0.477723811,2018,11,Puntland-Somaliland,Togdheer,247
Buuhoodle,84,66442,16610,0.478021125,2018,12,Puntland-Somaliland,Togdheer,26
Buur Hakaba,13,149007,37252,NA,2013,1,NA,NA,NA
Buur Hakaba,14,149259,37315,NA,2013,2,NA,NA,NA
Buur Hakaba,15,149512,37378,NA,2013,3,NA,NA,NA
Buur Hakaba,16,149765,37441,NA,2013,4,NA,NA,NA
Buur Hakaba,17,150018,37504,NA,2013,5,NA,NA,NA
Buur Hakaba,18,150272,37568,NA,2013,6,NA,NA,NA
Buur Hakaba,19,150526,37632,NA,2013,7,NA,NA,NA
Buur Hakaba,20,150781,37695,NA,2013,8,NA,NA,NA
Buur Hakaba,21,151036,37759,NA,2013,9,NA,NA,NA
Buur Hakaba,22,151291,37823,NA,2013,10,NA,NA,NA
Buur Hakaba,23,151547,37887,NA,2013,11,NA,NA,NA
Buur Hakaba,24,151804,37951,NA,2013,12,NA,NA,NA
Buur Hakaba,25,152061,38015,NA,2014,1,NA,NA,NA
Buur Hakaba,26,152318,38080,NA,2014,2,NA,NA,NA
Buur Hakaba,27,152575,38144,NA,2014,3,NA,NA,NA
Buur Hakaba,28,152834,38208,NA,2014,4,NA,NA,NA
Buur Hakaba,29,153092,38273,NA,2014,5,NA,NA,NA
Buur Hakaba,30,153351,38338,NA,2014,6,NA,NA,NA
Buur Hakaba,31,153610,38402,NA,2014,7,NA,NA,NA
Buur Hakaba,32,153870,38468,NA,2014,8,NA,NA,NA
Buur Hakaba,33,154131,38533,NA,2014,9,NA,NA,NA
Buur Hakaba,34,154391,38598,NA,2014,10,NA,NA,NA
Buur Hakaba,35,154653,38663,NA,2014,11,NA,NA,NA
Buur Hakaba,36,154914,38728,NA,2014,12,NA,NA,NA
Buur Hakaba,37,155176,38794,NA,2015,1,NA,NA,NA
Buur Hakaba,38,155439,38860,NA,2015,2,NA,NA,NA
Buur Hakaba,39,155702,38926,NA,2015,3,NA,NA,NA
Buur Hakaba,40,155965,38991,NA,2015,4,NA,NA,NA
Buur Hakaba,41,156229,39057,NA,2015,5,NA,NA,NA
Buur Hakaba,42,156493,39123,NA,2015,6,NA,NA,NA
Buur Hakaba,43,156758,39190,NA,2015,7,NA,NA,NA
Buur Hakaba,44,157023,39256,NA,2015,8,NA,NA,NA
Buur Hakaba,45,157289,39322,NA,2015,9,NA,NA,NA
Buur Hakaba,46,157555,39389,NA,2015,10,NA,NA,NA
Buur Hakaba,47,157821,39455,NA,2015,11,NA,NA,NA
Buur Hakaba,48,158088,39522,NA,2015,12,NA,NA,NA
Buur Hakaba,49,158356,39589,0.059686204,2016,1,South-Central,Bay,0
Buur Hakaba,50,158624,39656,0.059686204,2016,2,South-Central,Bay,16
Buur Hakaba,51,158876,39719,0.059678917,2016,3,South-Central,Bay,5
Buur Hakaba,52,159140,39785,0.059676644,2016,4,South-Central,Bay,144
Buur Hakaba,53,159277,39819,0.059702556,2016,5,South-Central,Bay,10
Buur Hakaba,54,159547,39887,0.059774039,2016,6,South-Central,Bay,23
Buur Hakaba,55,159793,39948,0.059763603,2016,7,South-Central,Bay,193
Buur Hakaba,56,159875,39969,0.059706484,2016,8,South-Central,Bay,0
Buur Hakaba,57,160145,40036,0.059706484,2016,9,South-Central,Bay,0
Buur Hakaba,58,160416,40104,0.059706484,2016,10,South-Central,Bay,0
Buur Hakaba,59,160687,40172,0.059706484,2016,11,South-Central,Bay,27
Buur Hakaba,60,160932,40233,0.059694328,2016,12,South-Central,Bay,64
Buur Hakaba,61,161161,40290,0.059823673,2017,1,South-Central,Bay,2000
Buur Hakaba,62,159434,39858,0.05892361,2017,2,South-Central,Bay,3822
Buur Hakaba,63,155887,38972,0.057244773,2017,3,South-Central,Bay,4334
Buur Hakaba,64,151821,37955,0.055339161,2017,4,South-Central,Bay,3015
Buur Hakaba,65,149063,37266,0.053987228,2017,5,South-Central,Bay,177
Buur Hakaba,66,149138,37284,0.053907999,2017,6,South-Central,Bay,831
Buur Hakaba,67,148560,37140,0.053536655,2017,7,South-Central,Bay,0
Buur Hakaba,68,148811,37203,0.053536655,2017,8,South-Central,Bay,1622
Buur Hakaba,69,147440,36860,0.052814297,2017,9,South-Central,Bay,298
Buur Hakaba,70,147392,36848,0.05268181,2017,10,South-Central,Bay,171
Buur Hakaba,71,147470,36868,0.052605915,2017,11,South-Central,Bay,586
Buur Hakaba,72,147270,36818,0.053528459,2017,12,South-Central,Bay,367
Buur Hakaba,73,147393,36848,0.055463355,2018,1,South-Central,Bay,623
Buur Hakaba,74,147026,36756,0.055227733,2018,2,South-Central,Bay,578
Buur Hakaba,75,146697,36674,0.054952604,2018,3,South-Central,Bay,726
Buur Hakaba,76,146219,36555,0.054607612,2018,4,South-Central,Bay,885
Buur Hakaba,77,145581,36395,0.054187782,2018,5,South-Central,Bay,241
Buur Hakaba,78,145596,36399,0.0541541,2018,6,South-Central,Bay,302
Buur Hakaba,79,145540,36385,0.054011055,2018,7,South-Central,Bay,407
Buur Hakaba,80,145379,36345,0.053818604,2018,8,South-Central,Bay,208
Buur Hakaba,81,145417,36354,0.053720417,2018,9,South-Central,Bay,505
Buur Hakaba,82,145166,36292,0.053554417,2018,10,South-Central,Bay,286
Buur Hakaba,83,145134,36284,0.053491919,2018,11,South-Central,Bay,223
Buur Hakaba,84,145156,36289,0.053386827,2018,12,South-Central,Bay,195
Cabudwaaq,13,90656,22664,NA,2013,1,NA,NA,NA
Cabudwaaq,14,90809,22702,NA,2013,2,NA,NA,NA
Cabudwaaq,15,90963,22741,NA,2013,3,NA,NA,NA
Cabudwaaq,16,91117,22779,NA,2013,4,NA,NA,NA
Cabudwaaq,17,91271,22818,NA,2013,5,NA,NA,NA
Cabudwaaq,18,91425,22856,NA,2013,6,NA,NA,NA
Cabudwaaq,19,91580,22895,NA,2013,7,NA,NA,NA
Cabudwaaq,20,91735,22934,NA,2013,8,NA,NA,NA
Cabudwaaq,21,91889,22972,NA,2013,9,NA,NA,NA
Cabudwaaq,22,92045,23011,NA,2013,10,NA,NA,NA
Cabudwaaq,23,92201,23050,NA,2013,11,NA,NA,NA
Cabudwaaq,24,92357,23089,NA,2013,12,NA,NA,NA
Cabudwaaq,25,92513,23128,NA,2014,1,NA,NA,NA
Cabudwaaq,26,92670,23168,NA,2014,2,NA,NA,NA
Cabudwaaq,27,92826,23206,NA,2014,3,NA,NA,NA
Cabudwaaq,28,92983,23246,NA,2014,4,NA,NA,NA
Cabudwaaq,29,93141,23285,NA,2014,5,NA,NA,NA
Cabudwaaq,30,93298,23324,NA,2014,6,NA,NA,NA
Cabudwaaq,31,93456,23364,NA,2014,7,NA,NA,NA
Cabudwaaq,32,93614,23404,NA,2014,8,NA,NA,NA
Cabudwaaq,33,93772,23443,NA,2014,9,NA,NA,NA
Cabudwaaq,34,93931,23483,NA,2014,10,NA,NA,NA
Cabudwaaq,35,94090,23522,NA,2014,11,NA,NA,NA
Cabudwaaq,36,94249,23562,NA,2014,12,NA,NA,NA
Cabudwaaq,37,94409,23602,NA,2015,1,NA,NA,NA
Cabudwaaq,38,94568,23642,NA,2015,2,NA,NA,NA
Cabudwaaq,39,94728,23682,NA,2015,3,NA,NA,NA
Cabudwaaq,40,94889,23722,NA,2015,4,NA,NA,NA
Cabudwaaq,41,95049,23762,NA,2015,5,NA,NA,NA
Cabudwaaq,42,95210,23802,NA,2015,6,NA,NA,NA
Cabudwaaq,43,95371,23843,NA,2015,7,NA,NA,NA
Cabudwaaq,44,95532,23883,NA,2015,8,NA,NA,NA
Cabudwaaq,45,95694,23924,NA,2015,9,NA,NA,NA
Cabudwaaq,46,95856,23964,NA,2015,10,NA,NA,NA
Cabudwaaq,47,96018,24004,NA,2015,11,NA,NA,NA
Cabudwaaq,48,96181,24045,NA,2015,12,NA,NA,NA
Cabudwaaq,49,96343,24086,0.119342088,2016,1,South-Central,Galgaduud,268
Cabudwaaq,50,96238,24060,0.11896573,2016,2,South-Central,Galgaduud,23
Cabudwaaq,51,96378,24094,0.118933486,2016,3,South-Central,Galgaduud,7
Cabudwaaq,52,96534,24134,0.118923689,2016,4,South-Central,Galgaduud,13
Cabudwaaq,53,96684,24171,0.118905525,2016,5,South-Central,Galgaduud,15
Cabudwaaq,54,96833,24208,0.118884602,2016,6,South-Central,Galgaduud,41
Cabudwaaq,55,96977,24244,0.119073605,2016,7,South-Central,Galgaduud,17
Cabudwaaq,56,97124,24281,0.119049924,2016,8,South-Central,Galgaduud,56
Cabudwaaq,57,97232,24308,0.118972047,2016,9,South-Central,Galgaduud,49
Cabudwaaq,58,97347,24337,0.11890402,2016,10,South-Central,Galgaduud,12
Cabudwaaq,59,97500,24375,0.118887389,2016,11,South-Central,Galgaduud,8944
Cabudwaaq,60,88721,22180,0.106512314,2016,12,South-Central,Galgaduud,0
Cabudwaaq,61,88871,22218,0.106512314,2017,1,South-Central,Galgaduud,52
Cabudwaaq,62,88981,22245,0.106585589,2017,2,South-Central,Galgaduud,143
Cabudwaaq,63,88988,22247,0.106388491,2017,3,South-Central,Galgaduud,610
Cabudwaaq,64,88901,22225,0.110448879,2017,4,South-Central,Galgaduud,12
Cabudwaaq,65,89039,22260,0.110431579,2017,5,South-Central,Galgaduud,8
Cabudwaaq,66,89182,22296,0.110420065,2017,6,South-Central,Galgaduud,0
Cabudwaaq,67,89333,22333,0.110420065,2017,7,South-Central,Galgaduud,13928
Cabudwaaq,68,84376,21094,0.206291226,2017,8,South-Central,Galgaduud,25
Cabudwaaq,69,84493,21123,0.206211693,2017,9,South-Central,Galgaduud,25
Cabudwaaq,70,84611,21153,0.206132294,2017,10,South-Central,Galgaduud,171
Cabudwaaq,71,84583,21146,0.20559012,2017,11,South-Central,Galgaduud,7
Cabudwaaq,72,84970,21242,0.209125014,2017,12,South-Central,Galgaduud,2215
Cabudwaaq,73,85010,21252,0.231898266,2018,1,South-Central,Galgaduud,53
Cabudwaaq,74,85101,21275,0.23170824,2018,2,South-Central,Galgaduud,126
Cabudwaaq,75,85239,21310,0.232953449,2018,3,South-Central,Galgaduud,63
Cabudwaaq,76,85530,21382,0.235690657,2018,4,South-Central,Galgaduud,505
Cabudwaaq,77,85324,21331,0.236024572,2018,5,South-Central,Galgaduud,495
Cabudwaaq,78,85173,21293,0.237043155,2018,6,South-Central,Galgaduud,0
Cabudwaaq,79,85317,21329,0.237043155,2018,7,South-Central,Galgaduud,26
Cabudwaaq,80,85436,21359,0.236947809,2018,8,South-Central,Galgaduud,78
Cabudwaaq,81,85510,21378,0.236775213,2018,9,South-Central,Galgaduud,4
Cabudwaaq,82,85651,21413,0.236760588,2018,10,South-Central,Galgaduud,550
Cabudwaaq,83,85796,21449,0.242502426,2018,11,South-Central,Galgaduud,6
Cabudwaaq,84,85935,21484,0.242479995,2018,12,South-Central,Galgaduud,292
Cadaado,13,85463,21366,NA,2013,1,NA,NA,NA
Cadaado,14,85608,21402,NA,2013,2,NA,NA,NA
Cadaado,15,85752,21438,NA,2013,3,NA,NA,NA
Cadaado,16,85897,21474,NA,2013,4,NA,NA,NA
Cadaado,17,86043,21511,NA,2013,5,NA,NA,NA
Cadaado,18,86189,21547,NA,2013,6,NA,NA,NA
Cadaado,19,86334,21584,NA,2013,7,NA,NA,NA
Cadaado,20,86480,21620,NA,2013,8,NA,NA,NA
Cadaado,21,86626,21656,NA,2013,9,NA,NA,NA
Cadaado,22,86773,21693,NA,2013,10,NA,NA,NA
Cadaado,23,86920,21730,NA,2013,11,NA,NA,NA
Cadaado,24,87067,21767,NA,2013,12,NA,NA,NA
Cadaado,25,87214,21804,NA,2014,1,NA,NA,NA
Cadaado,26,87362,21840,NA,2014,2,NA,NA,NA
Cadaado,27,87509,21877,NA,2014,3,NA,NA,NA
Cadaado,28,87657,21914,NA,2014,4,NA,NA,NA
Cadaado,29,87806,21952,NA,2014,5,NA,NA,NA
Cadaado,30,87954,21988,NA,2014,6,NA,NA,NA
Cadaado,31,88103,22026,NA,2014,7,NA,NA,NA
Cadaado,32,88252,22063,NA,2014,8,NA,NA,NA
Cadaado,33,88401,22100,NA,2014,9,NA,NA,NA
Cadaado,34,88551,22138,NA,2014,10,NA,NA,NA
Cadaado,35,88701,22175,NA,2014,11,NA,NA,NA
Cadaado,36,88851,22213,NA,2014,12,NA,NA,NA
Cadaado,37,89001,22250,NA,2015,1,NA,NA,NA
Cadaado,38,89152,22288,NA,2015,2,NA,NA,NA
Cadaado,39,89302,22326,NA,2015,3,NA,NA,NA
Cadaado,40,89454,22364,NA,2015,4,NA,NA,NA
Cadaado,41,89605,22401,NA,2015,5,NA,NA,NA
Cadaado,42,89757,22439,NA,2015,6,NA,NA,NA
Cadaado,43,89908,22477,NA,2015,7,NA,NA,NA
Cadaado,44,90061,22515,NA,2015,8,NA,NA,NA
Cadaado,45,90213,22553,NA,2015,9,NA,NA,NA
Cadaado,46,90365,22591,NA,2015,10,NA,NA,NA
Cadaado,47,90518,22630,NA,2015,11,NA,NA,NA
Cadaado,48,90671,22668,NA,2015,12,NA,NA,NA
Cadaado,49,90825,22706,0.208352625,2016,1,South-Central,Galgaduud,177
Cadaado,50,90801,22700,0.207859966,2016,2,South-Central,Galgaduud,418
Cadaado,51,90693,22673,0.208784747,2016,3,South-Central,Galgaduud,5
Cadaado,52,90841,22710,0.208770747,2016,4,South-Central,Galgaduud,36
Cadaado,53,90959,22740,0.208670118,2016,5,South-Central,Galgaduud,24
Cadaado,54,91097,22774,0.2087101,2016,6,South-Central,Galgaduud,25
Cadaado,55,91226,22806,0.208640421,2016,7,South-Central,Galgaduud,15
Cadaado,56,91365,22841,0.208598685,2016,8,South-Central,Galgaduud,9
Cadaado,57,91511,22878,0.208573685,2016,9,South-Central,Galgaduud,0
Cadaado,58,91666,22916,0.208573685,2016,10,South-Central,Galgaduud,11
Cadaado,59,91955,22989,0.210467429,2016,11,South-Central,Galgaduud,11
Cadaado,60,92100,23025,0.210436768,2016,12,South-Central,Galgaduud,30
Cadaado,61,92681,23170,0.216372609,2017,1,South-Central,Galgaduud,25
Cadaado,62,92813,23203,0.216301335,2017,2,South-Central,Galgaduud,15
Cadaado,63,97544,24386,0.276258002,2017,3,South-Central,Galgaduud,735
Cadaado,64,97304,24326,0.277708895,2017,4,South-Central,Galgaduud,24
Cadaado,65,97445,24361,0.277623931,2017,5,South-Central,Galgaduud,32
Cadaado,66,97577,24394,0.277510838,2017,6,South-Central,Galgaduud,1651
Cadaado,67,96091,24023,0.271685784,2017,7,South-Central,Galgaduud,3335
Cadaado,68,93999,23500,0.27343297,2017,8,South-Central,Galgaduud,530
Cadaado,69,93628,23407,0.271493418,2017,9,South-Central,Galgaduud,201
Cadaado,70,93585,23396,0.270759104,2017,10,South-Central,Galgaduud,72
Cadaado,71,93672,23418,0.270496511,2017,11,South-Central,Galgaduud,47
Cadaado,72,93783,23446,0.270325387,2017,12,South-Central,Galgaduud,36
Cadaado,73,93906,23476,0.270194535,2018,1,South-Central,Galgaduud,28
Cadaado,74,94037,23509,0.270092934,2018,2,South-Central,Galgaduud,76
Cadaado,75,94129,23532,0.26993412,2018,3,South-Central,Galgaduud,136
Cadaado,76,94253,23563,0.270748605,2018,4,South-Central,Galgaduud,4848
Cadaado,77,97295,24324,0.353059614,2018,5,South-Central,Galgaduud,30
Cadaado,78,97430,24358,0.352920252,2018,6,South-Central,Galgaduud,136
Cadaado,79,97495,24374,0.352733982,2018,7,South-Central,Galgaduud,25
Cadaado,80,98548,24637,0.363886655,2018,8,South-Central,Galgaduud,94
Cadaado,81,100549,25137,0.386900588,2018,9,South-Central,Galgaduud,1831
Cadaado,82,100704,25176,0.399427625,2018,10,South-Central,Galgaduud,36
Cadaado,83,100838,25210,0.399245528,2018,11,South-Central,Galgaduud,140
Cadaado,84,100890,25222,0.398798379,2018,12,South-Central,Galgaduud,4675
Cadale,13,68672,17168,NA,2013,1,NA,NA,NA
Cadale,14,68788,17197,NA,2013,2,NA,NA,NA
Cadale,15,68904,17226,NA,2013,3,NA,NA,NA
Cadale,16,69021,17255,NA,2013,4,NA,NA,NA
Cadale,17,69138,17284,NA,2013,5,NA,NA,NA
Cadale,18,69254,17314,NA,2013,6,NA,NA,NA
Cadale,19,69372,17343,NA,2013,7,NA,NA,NA
Cadale,20,69489,17372,NA,2013,8,NA,NA,NA
Cadale,21,69607,17402,NA,2013,9,NA,NA,NA
Cadale,22,69724,17431,NA,2013,10,NA,NA,NA
Cadale,23,69842,17460,NA,2013,11,NA,NA,NA
Cadale,24,69960,17490,NA,2013,12,NA,NA,NA
Cadale,25,70079,17520,NA,2014,1,NA,NA,NA
Cadale,26,70197,17549,NA,2014,2,NA,NA,NA
Cadale,27,70316,17579,NA,2014,3,NA,NA,NA
Cadale,28,70435,17609,NA,2014,4,NA,NA,NA
Cadale,29,70554,17638,NA,2014,5,NA,NA,NA
Cadale,30,70674,17668,NA,2014,6,NA,NA,NA
Cadale,31,70793,17698,NA,2014,7,NA,NA,NA
Cadale,32,70913,17728,NA,2014,8,NA,NA,NA
Cadale,33,71033,17758,NA,2014,9,NA,NA,NA
Cadale,34,71153,17788,NA,2014,10,NA,NA,NA
Cadale,35,71273,17818,NA,2014,11,NA,NA,NA
Cadale,36,71394,17848,NA,2014,12,NA,NA,NA
Cadale,37,71514,17878,NA,2015,1,NA,NA,NA
Cadale,38,71635,17909,NA,2015,2,NA,NA,NA
Cadale,39,71757,17939,NA,2015,3,NA,NA,NA
Cadale,40,71878,17970,NA,2015,4,NA,NA,NA
Cadale,41,72000,18000,NA,2015,5,NA,NA,NA
Cadale,42,72121,18030,NA,2015,6,NA,NA,NA
Cadale,43,72243,18061,NA,2015,7,NA,NA,NA
Cadale,44,72366,18092,NA,2015,8,NA,NA,NA
Cadale,45,72488,18122,NA,2015,9,NA,NA,NA
Cadale,46,72611,18153,NA,2015,10,NA,NA,NA
Cadale,47,72734,18184,NA,2015,11,NA,NA,NA
Cadale,48,72857,18214,NA,2015,12,NA,NA,NA
Cadale,49,72980,18245,0.038781992,2016,1,South-Central,Middle Shabelle,6
Cadale,50,73097,18274,0.038778519,2016,2,South-Central,Middle Shabelle,3
Cadale,51,73218,18304,0.038776785,2016,3,South-Central,Middle Shabelle,0
Cadale,52,73536,18384,0.041663391,2016,4,South-Central,Middle Shabelle,0
Cadale,53,73660,18415,0.041663391,2016,5,South-Central,Middle Shabelle,0
Cadale,54,73785,18446,0.041663391,2016,6,South-Central,Middle Shabelle,36
Cadale,55,73874,18468,0.041641175,2016,7,South-Central,Middle Shabelle,7246
Cadale,56,73960,18490,0.143428672,2016,8,South-Central,Middle Shabelle,0
Cadale,57,74085,18521,0.143428672,2016,9,South-Central,Middle Shabelle,0
Cadale,58,74210,18552,0.143428672,2016,10,South-Central,Middle Shabelle,4
Cadale,59,74332,18583,0.143419939,2016,11,South-Central,Middle Shabelle,0
Cadale,60,74458,18614,0.143419939,2016,12,South-Central,Middle Shabelle,110
Cadale,61,74473,18618,0.143180609,2017,1,South-Central,Middle Shabelle,0
Cadale,62,74599,18650,0.143180609,2017,2,South-Central,Middle Shabelle,690
Cadale,63,74113,18528,0.142808921,2017,3,South-Central,Middle Shabelle,16
Cadale,64,74222,18556,0.142774051,2017,4,South-Central,Middle Shabelle,42
Cadale,65,74305,18576,0.14268267,2017,5,South-Central,Middle Shabelle,32
Cadale,66,74399,18600,0.142613165,2017,6,South-Central,Middle Shabelle,0
Cadale,67,74525,18631,0.142613165,2017,7,South-Central,Middle Shabelle,1140
Cadale,68,73511,18378,0.140145393,2017,8,South-Central,Middle Shabelle,200
Cadale,69,73635,18409,0.142688158,2017,9,South-Central,Middle Shabelle,117
Cadale,70,73643,18411,0.142431118,2017,10,South-Central,Middle Shabelle,36
Cadale,71,73732,18433,0.142352163,2017,11,South-Central,Middle Shabelle,0
Cadale,72,73856,18464,0.142352163,2017,12,South-Central,Middle Shabelle,86
Cadale,73,73895,18474,0.142164184,2018,1,South-Central,Middle Shabelle,0
Cadale,74,74020,18505,0.142164184,2018,2,South-Central,Middle Shabelle,49
Cadale,75,74096,18524,0.142057441,2018,3,South-Central,Middle Shabelle,14
Cadale,76,74208,18552,0.142026994,2018,4,South-Central,Middle Shabelle,36
Cadale,77,74298,18574,0.141948836,2018,5,South-Central,Middle Shabelle,0
Cadale,78,74423,18606,0.141948836,2018,6,South-Central,Middle Shabelle,42
Cadale,79,74549,18637,0.142475477,2018,7,South-Central,Middle Shabelle,0
Cadale,80,74675,18669,0.142475477,2018,8,South-Central,Middle Shabelle,15
Cadale,81,74787,18697,0.142443009,2018,9,South-Central,Middle Shabelle,0
Cadale,82,74913,18728,0.142443009,2018,10,South-Central,Middle Shabelle,0
Cadale,83,75040,18760,0.142443009,2018,11,South-Central,Middle Shabelle,6
Cadale,84,75160,18790,0.142430087,2018,12,South-Central,Middle Shabelle,1504
Caluula,13,47334,11834,NA,2013,1,NA,NA,NA
Caluula,14,47414,11854,NA,2013,2,NA,NA,NA
Caluula,15,47494,11874,NA,2013,3,NA,NA,NA
Caluula,16,47575,11894,NA,2013,4,NA,NA,NA
Caluula,17,47655,11914,NA,2013,5,NA,NA,NA
Caluula,18,47736,11934,NA,2013,6,NA,NA,NA
Caluula,19,47817,11954,NA,2013,7,NA,NA,NA
Caluula,20,47898,11974,NA,2013,8,NA,NA,NA
Caluula,21,47978,11994,NA,2013,9,NA,NA,NA
Caluula,22,48060,12015,NA,2013,10,NA,NA,NA
Caluula,23,48141,12035,NA,2013,11,NA,NA,NA
Caluula,24,48222,12056,NA,2013,12,NA,NA,NA
Caluula,25,48304,12076,NA,2014,1,NA,NA,NA
Caluula,26,48386,12096,NA,2014,2,NA,NA,NA
Caluula,27,48468,12117,NA,2014,3,NA,NA,NA
Caluula,28,48549,12137,NA,2014,4,NA,NA,NA
Caluula,29,48632,12158,NA,2014,5,NA,NA,NA
Caluula,30,48714,12178,NA,2014,6,NA,NA,NA
Caluula,31,48796,12199,NA,2014,7,NA,NA,NA
Caluula,32,48879,12220,NA,2014,8,NA,NA,NA
Caluula,33,48961,12240,NA,2014,9,NA,NA,NA
Caluula,34,49044,12261,NA,2014,10,NA,NA,NA
Caluula,35,49127,12282,NA,2014,11,NA,NA,NA
Caluula,36,49211,12303,NA,2014,12,NA,NA,NA
Caluula,37,49294,12324,NA,2015,1,NA,NA,NA
Caluula,38,49377,12344,NA,2015,2,NA,NA,NA
Caluula,39,49461,12365,NA,2015,3,NA,NA,NA
Caluula,40,49544,12386,NA,2015,4,NA,NA,NA
Caluula,41,49628,12407,NA,2015,5,NA,NA,NA
Caluula,42,49712,12428,NA,2015,6,NA,NA,NA
Caluula,43,49796,12449,NA,2015,7,NA,NA,NA
Caluula,44,49880,12470,NA,2015,8,NA,NA,NA
Caluula,45,49965,12491,NA,2015,9,NA,NA,NA
Caluula,46,50049,12512,NA,2015,10,NA,NA,NA
Caluula,47,50134,12534,NA,2015,11,NA,NA,NA
Caluula,48,50219,12555,NA,2015,12,NA,NA,NA
Caluula,49,50304,12576,0,2016,1,Puntland-Somaliland,Bari,0
Caluula,50,50389,12597,0,2016,2,Puntland-Somaliland,Bari,0
Caluula,51,50474,12618,0,2016,3,Puntland-Somaliland,Bari,10
Caluula,52,50550,12638,0,2016,4,Puntland-Somaliland,Bari,7
Caluula,53,50628,12657,0,2016,5,Puntland-Somaliland,Bari,0
Caluula,54,50714,12678,0,2016,6,Puntland-Somaliland,Bari,0
Caluula,55,50799,12700,0,2016,7,Puntland-Somaliland,Bari,0
Caluula,56,50885,12721,0,2016,8,Puntland-Somaliland,Bari,0
Caluula,57,50972,12743,0,2016,9,Puntland-Somaliland,Bari,8
Caluula,58,51049,12762,0,2016,10,Puntland-Somaliland,Bari,0
Caluula,59,51136,12784,0,2016,11,Puntland-Somaliland,Bari,7
Caluula,60,51223,12806,0.000138168,2016,12,Puntland-Somaliland,Bari,22
Caluula,61,51287,12822,0.000138108,2017,1,Puntland-Somaliland,Bari,0
Caluula,62,51374,12844,0.000138108,2017,2,Puntland-Somaliland,Bari,14
Caluula,63,51447,12862,0.00013807,2017,3,Puntland-Somaliland,Bari,412
Caluula,64,51122,12780,0.000136949,2017,4,Puntland-Somaliland,Bari,235
Caluula,65,51203,12801,0.004677884,2017,5,Puntland-Somaliland,Bari,0
Caluula,66,51290,12822,0.004677884,2017,6,Puntland-Somaliland,Bari,0
Caluula,67,51377,12844,0.004677884,2017,7,Puntland-Somaliland,Bari,0
Caluula,68,51464,12866,0.004677884,2017,8,Puntland-Somaliland,Bari,0
Caluula,69,51551,12888,0.004677884,2017,9,Puntland-Somaliland,Bari,0
Caluula,70,51638,12910,0.004677884,2017,10,Puntland-Somaliland,Bari,7
Caluula,71,51725,12931,0.004814083,2017,11,Puntland-Somaliland,Bari,275
Caluula,72,51762,12940,0.009159647,2017,12,Puntland-Somaliland,Bari,36
Caluula,73,52956,13239,0.031444283,2018,1,Puntland-Somaliland,Bari,12
Caluula,74,53788,13447,0.045805947,2018,2,Puntland-Somaliland,Bari,39
Caluula,75,53840,13460,0.0457723,2018,3,Puntland-Somaliland,Bari,56
Caluula,76,53920,13480,0.046567411,2018,4,Puntland-Somaliland,Bari,179
Caluula,77,53832,13458,0.046410797,2018,5,Puntland-Somaliland,Bari,62
Caluula,78,53861,13465,0.046356643,2018,6,Puntland-Somaliland,Bari,153
Caluula,79,53935,13484,0.048771144,2018,7,Puntland-Somaliland,Bari,228
Caluula,80,53993,13498,0.052191822,2018,8,Puntland-Somaliland,Bari,31
Caluula,81,54053,13513,0.052161462,2018,9,Puntland-Somaliland,Bari,157
Caluula,82,54099,13525,0.054098834,2018,10,Puntland-Somaliland,Bari,334
Caluula,83,54155,13539,0.059318955,2018,11,Puntland-Somaliland,Bari,56
Caluula,84,54213,13553,0.059685387,2018,12,Puntland-Somaliland,Bari,26
Caynabo,13,71050,17762,NA,2013,1,NA,NA,NA
Caynabo,14,71170,17792,NA,2013,2,NA,NA,NA
Caynabo,15,71290,17822,NA,2013,3,NA,NA,NA
Caynabo,16,71411,17853,NA,2013,4,NA,NA,NA
Caynabo,17,71532,17883,NA,2013,5,NA,NA,NA
Caynabo,18,71653,17913,NA,2013,6,NA,NA,NA
Caynabo,19,71774,17944,NA,2013,7,NA,NA,NA
