stratum,tm,pop_average,pop_average_u5,prop_idp,y,m,admin0,admin1,dep_rate
Caynabo,20,71896,17974,NA,2013,8,NA,NA,NA
Caynabo,21,72017,18004,NA,2013,9,NA,NA,NA
Caynabo,22,72139,18035,NA,2013,10,NA,NA,NA
Caynabo,23,72261,18065,NA,2013,11,NA,NA,NA
Caynabo,24,72383,18096,NA,2013,12,NA,NA,NA
Caynabo,25,72506,18126,NA,2014,1,NA,NA,NA
Caynabo,26,72628,18157,NA,2014,2,NA,NA,NA
Caynabo,27,72751,18188,NA,2014,3,NA,NA,NA
Caynabo,28,72874,18218,NA,2014,4,NA,NA,NA
Caynabo,29,72998,18250,NA,2014,5,NA,NA,NA
Caynabo,30,73121,18280,NA,2014,6,NA,NA,NA
Caynabo,31,73245,18311,NA,2014,7,NA,NA,NA
Caynabo,32,73368,18342,NA,2014,8,NA,NA,NA
Caynabo,33,73493,18373,NA,2014,9,NA,NA,NA
Caynabo,34,73617,18404,NA,2014,10,NA,NA,NA
Caynabo,35,73742,18436,NA,2014,11,NA,NA,NA
Caynabo,36,73867,18467,NA,2014,12,NA,NA,NA
Caynabo,37,73991,18498,NA,2015,1,NA,NA,NA
Caynabo,38,74116,18529,NA,2015,2,NA,NA,NA
Caynabo,39,74242,18560,NA,2015,3,NA,NA,NA
Caynabo,40,74368,18592,NA,2015,4,NA,NA,NA
Caynabo,41,74493,18623,NA,2015,5,NA,NA,NA
Caynabo,42,74619,18655,NA,2015,6,NA,NA,NA
Caynabo,43,74746,18686,NA,2015,7,NA,NA,NA
Caynabo,44,74872,18718,NA,2015,8,NA,NA,NA
Caynabo,45,74999,18750,NA,2015,9,NA,NA,NA
Caynabo,46,75125,18781,NA,2015,10,NA,NA,NA
Caynabo,47,75253,18813,NA,2015,11,NA,NA,NA
Caynabo,48,75380,18845,NA,2015,12,NA,NA,NA
Caynabo,49,75507,18877,0.023696682,2016,1,Puntland-Somaliland,Sool,8
Caynabo,50,75627,18907,0.023694126,2016,2,Puntland-Somaliland,Sool,10
Caynabo,51,75745,18936,0.023690936,2016,3,Puntland-Somaliland,Sool,7
Caynabo,52,75866,18966,0.023688707,2016,4,Puntland-Somaliland,Sool,4
Caynabo,53,75991,18998,0.023687435,2016,5,Puntland-Somaliland,Sool,63
Caynabo,54,76056,19014,0.023667439,2016,6,Puntland-Somaliland,Sool,10
Caynabo,55,76175,19044,0.023664271,2016,7,Puntland-Somaliland,Sool,5
Caynabo,56,76299,19075,0.023662689,2016,8,Puntland-Somaliland,Sool,12
Caynabo,57,76416,19104,0.0236589,2016,9,Puntland-Somaliland,Sool,41
Caynabo,58,76517,19129,0.02381921,2016,10,Puntland-Somaliland,Sool,0
Caynabo,59,76646,19162,0.02381921,2016,11,Puntland-Somaliland,Sool,38
Caynabo,60,76743,19186,0.023873612,2016,12,Puntland-Somaliland,Sool,14
Caynabo,61,76859,19215,0.023869175,2017,1,Puntland-Somaliland,Sool,12920
Caynabo,62,64969,16242,0.031706601,2017,2,Puntland-Somaliland,Sool,14
Caynabo,63,65065,16266,0.031699467,2017,3,Puntland-Somaliland,Sool,13892
Caynabo,64,62158,15540,0.197028404,2017,4,Puntland-Somaliland,Sool,2127
Caynabo,65,61914,15478,0.219323593,2017,5,Puntland-Somaliland,Sool,326
Caynabo,66,62089,15522,0.224695841,2017,6,Puntland-Somaliland,Sool,547
Caynabo,67,62324,15581,0.233841546,2017,7,Puntland-Somaliland,Sool,891
Caynabo,68,62519,15630,0.246512743,2017,8,Puntland-Somaliland,Sool,446
Caynabo,69,63223,15806,0.261900719,2017,9,Puntland-Somaliland,Sool,63
Caynabo,70,63363,15841,0.263188718,2017,10,Puntland-Somaliland,Sool,10
Caynabo,71,63467,15867,0.263257897,2017,11,Puntland-Somaliland,Sool,17
Caynabo,72,63557,15889,0.263181201,2017,12,Puntland-Somaliland,Sool,46
Caynabo,73,63619,15905,0.26297402,2018,1,Puntland-Somaliland,Sool,48
Caynabo,74,63709,15927,0.263246376,2018,2,Puntland-Somaliland,Sool,216
Caynabo,75,63648,15912,0.263055524,2018,3,Puntland-Somaliland,Sool,38
Caynabo,76,63749,15937,0.263389011,2018,4,Puntland-Somaliland,Sool,104
Caynabo,77,63858,15964,0.264627144,2018,5,Puntland-Somaliland,Sool,48
Caynabo,78,63959,15990,0.265075606,2018,6,Puntland-Somaliland,Sool,47
Caynabo,79,64028,16007,0.264993204,2018,7,Puntland-Somaliland,Sool,193
Caynabo,80,64229,16057,0.268733839,2018,8,Puntland-Somaliland,Sool,167
Caynabo,81,64393,16098,0.271568865,2018,9,Puntland-Somaliland,Sool,83
Caynabo,82,64556,16139,0.273390972,2018,10,Puntland-Somaliland,Sool,177
Caynabo,83,64698,16174,0.27594355,2018,11,Puntland-Somaliland,Sool,66
Caynabo,84,64819,16205,0.276869513,2018,12,Puntland-Somaliland,Sool,126
Ceel Afweyn,13,84474,21118,NA,2013,1,NA,NA,NA
Ceel Afweyn,14,84617,21154,NA,2013,2,NA,NA,NA
Ceel Afweyn,15,84760,21190,NA,2013,3,NA,NA,NA
Ceel Afweyn,16,84904,21226,NA,2013,4,NA,NA,NA
Ceel Afweyn,17,85047,21262,NA,2013,5,NA,NA,NA
Ceel Afweyn,18,85191,21298,NA,2013,6,NA,NA,NA
Ceel Afweyn,19,85336,21334,NA,2013,7,NA,NA,NA
Ceel Afweyn,20,85480,21370,NA,2013,8,NA,NA,NA
Ceel Afweyn,21,85624,21406,NA,2013,9,NA,NA,NA
Ceel Afweyn,22,85769,21442,NA,2013,10,NA,NA,NA
Ceel Afweyn,23,85914,21478,NA,2013,11,NA,NA,NA
Ceel Afweyn,24,86060,21515,NA,2013,12,NA,NA,NA
Ceel Afweyn,25,86205,21551,NA,2014,1,NA,NA,NA
Ceel Afweyn,26,86351,21588,NA,2014,2,NA,NA,NA
Ceel Afweyn,27,86497,21624,NA,2014,3,NA,NA,NA
Ceel Afweyn,28,86643,21661,NA,2014,4,NA,NA,NA
Ceel Afweyn,29,86790,21698,NA,2014,5,NA,NA,NA
Ceel Afweyn,30,86936,21734,NA,2014,6,NA,NA,NA
Ceel Afweyn,31,87084,21771,NA,2014,7,NA,NA,NA
Ceel Afweyn,32,87231,21808,NA,2014,8,NA,NA,NA
Ceel Afweyn,33,87379,21845,NA,2014,9,NA,NA,NA
Ceel Afweyn,34,87527,21882,NA,2014,10,NA,NA,NA
Ceel Afweyn,35,87675,21919,NA,2014,11,NA,NA,NA
Ceel Afweyn,36,87823,21956,NA,2014,12,NA,NA,NA
Ceel Afweyn,37,87971,21993,NA,2015,1,NA,NA,NA
Ceel Afweyn,38,88120,22030,NA,2015,2,NA,NA,NA
Ceel Afweyn,39,88269,22067,NA,2015,3,NA,NA,NA
Ceel Afweyn,40,88419,22105,NA,2015,4,NA,NA,NA
Ceel Afweyn,41,88568,22142,NA,2015,5,NA,NA,NA
Ceel Afweyn,42,88718,22180,NA,2015,6,NA,NA,NA
Ceel Afweyn,43,88868,22217,NA,2015,7,NA,NA,NA
Ceel Afweyn,44,89019,22255,NA,2015,8,NA,NA,NA
Ceel Afweyn,45,89169,22292,NA,2015,9,NA,NA,NA
Ceel Afweyn,46,89320,22330,NA,2015,10,NA,NA,NA
Ceel Afweyn,47,89471,22368,NA,2015,11,NA,NA,NA
Ceel Afweyn,48,89622,22406,NA,2015,12,NA,NA,NA
Ceel Afweyn,49,89774,22444,0,2016,1,Puntland-Somaliland,Sanaag,10
Ceel Afweyn,50,89916,22479,0,2016,2,Puntland-Somaliland,Sanaag,0
Ceel Afweyn,51,90068,22517,0,2016,3,Puntland-Somaliland,Sanaag,11
Ceel Afweyn,52,90209,22552,0,2016,4,Puntland-Somaliland,Sanaag,11
Ceel Afweyn,53,90351,22588,0,2016,5,Puntland-Somaliland,Sanaag,4
Ceel Afweyn,54,90500,22625,0,2016,6,Puntland-Somaliland,Sanaag,0
Ceel Afweyn,55,90653,22663,0,2016,7,Puntland-Somaliland,Sanaag,20
Ceel Afweyn,56,90786,22696,0,2016,8,Puntland-Somaliland,Sanaag,7
Ceel Afweyn,57,90933,22733,0,2016,9,Puntland-Somaliland,Sanaag,6
Ceel Afweyn,58,91081,22770,0,2016,10,Puntland-Somaliland,Sanaag,10
Ceel Afweyn,59,91225,22806,0,2016,11,Puntland-Somaliland,Sanaag,29
Ceel Afweyn,60,91350,22838,0,2016,12,Puntland-Somaliland,Sanaag,0
Ceel Afweyn,61,91504,22876,0,2017,1,Puntland-Somaliland,Sanaag,207
Ceel Afweyn,62,91452,22863,0,2017,2,Puntland-Somaliland,Sanaag,336
Ceel Afweyn,63,91271,22818,0,2017,3,Puntland-Somaliland,Sanaag,10494
Ceel Afweyn,64,92682,23170,0.164434287,2017,4,Puntland-Somaliland,Sanaag,2530
Ceel Afweyn,65,92698,23174,0.18942181,2017,5,Puntland-Somaliland,Sanaag,11110
Ceel Afweyn,66,92625,23156,0.299797243,2017,6,Puntland-Somaliland,Sanaag,114
Ceel Afweyn,67,92668,23167,0.29919201,2017,7,Puntland-Somaliland,Sanaag,47
Ceel Afweyn,68,92795,23199,0.299175815,2017,8,Puntland-Somaliland,Sanaag,3214
Ceel Afweyn,69,92499,23125,0.31996075,2017,9,Puntland-Somaliland,Sanaag,857
Ceel Afweyn,70,92483,23121,0.324538427,2017,10,Puntland-Somaliland,Sanaag,458
Ceel Afweyn,71,92281,23070,0.323292748,2017,11,Puntland-Somaliland,Sanaag,198
Ceel Afweyn,72,92290,23072,0.322850466,2017,12,Puntland-Somaliland,Sanaag,108
Ceel Afweyn,73,92402,23100,0.323133701,2018,1,Puntland-Somaliland,Sanaag,901
Ceel Afweyn,74,91668,22917,0.318108719,2018,2,Puntland-Somaliland,Sanaag,147
Ceel Afweyn,75,91710,22928,0.317746335,2018,3,Puntland-Somaliland,Sanaag,230
Ceel Afweyn,76,91720,22930,0.317628953,2018,4,Puntland-Somaliland,Sanaag,68
Ceel Afweyn,77,91826,22956,0.317508025,2018,5,Puntland-Somaliland,Sanaag,1092
Ceel Afweyn,78,91116,22779,0.314455348,2018,6,Puntland-Somaliland,Sanaag,140
Ceel Afweyn,79,91220,22805,0.314940539,2018,7,Puntland-Somaliland,Sanaag,135
Ceel Afweyn,80,91295,22824,0.314966764,2018,8,Puntland-Somaliland,Sanaag,164
Ceel Afweyn,81,91422,22856,0.315970727,2018,9,Puntland-Somaliland,Sanaag,259
Ceel Afweyn,82,91489,22872,0.31693904,2018,10,Puntland-Somaliland,Sanaag,172
Ceel Afweyn,83,91601,22900,0.317790554,2018,11,Puntland-Somaliland,Sanaag,127
Ceel Afweyn,84,91735,22934,0.318570423,2018,12,Puntland-Somaliland,Sanaag,14
Ceel Barde,13,53028,13257,NA,2013,1,NA,NA,NA
Ceel Barde,14,53118,13280,NA,2013,2,NA,NA,NA
Ceel Barde,15,53208,13302,NA,2013,3,NA,NA,NA
Ceel Barde,16,53298,13324,NA,2013,4,NA,NA,NA
Ceel Barde,17,53388,13347,NA,2013,5,NA,NA,NA
Ceel Barde,18,53478,13370,NA,2013,6,NA,NA,NA
Ceel Barde,19,53569,13392,NA,2013,7,NA,NA,NA
Ceel Barde,20,53659,13415,NA,2013,8,NA,NA,NA
Ceel Barde,21,53750,13438,NA,2013,9,NA,NA,NA
Ceel Barde,22,53841,13460,NA,2013,10,NA,NA,NA
Ceel Barde,23,53932,13483,NA,2013,11,NA,NA,NA
Ceel Barde,24,54023,13506,NA,2013,12,NA,NA,NA
Ceel Barde,25,54115,13529,NA,2014,1,NA,NA,NA
Ceel Barde,26,54206,13552,NA,2014,2,NA,NA,NA
Ceel Barde,27,54298,13574,NA,2014,3,NA,NA,NA
Ceel Barde,28,54390,13598,NA,2014,4,NA,NA,NA
Ceel Barde,29,54482,13620,NA,2014,5,NA,NA,NA
Ceel Barde,30,54574,13644,NA,2014,6,NA,NA,NA
Ceel Barde,31,54666,13666,NA,2014,7,NA,NA,NA
Ceel Barde,32,54759,13690,NA,2014,8,NA,NA,NA
Ceel Barde,33,54851,13713,NA,2014,9,NA,NA,NA
Ceel Barde,34,54944,13736,NA,2014,10,NA,NA,NA
Ceel Barde,35,55037,13759,NA,2014,11,NA,NA,NA
Ceel Barde,36,55130,13782,NA,2014,12,NA,NA,NA
Ceel Barde,37,55224,13806,NA,2015,1,NA,NA,NA
Ceel Barde,38,55317,13829,NA,2015,2,NA,NA,NA
Ceel Barde,39,55411,13853,NA,2015,3,NA,NA,NA
Ceel Barde,40,55504,13876,NA,2015,4,NA,NA,NA
Ceel Barde,41,55598,13900,NA,2015,5,NA,NA,NA
Ceel Barde,42,55692,13923,NA,2015,6,NA,NA,NA
Ceel Barde,43,55786,13946,NA,2015,7,NA,NA,NA
Ceel Barde,44,55881,13970,NA,2015,8,NA,NA,NA
Ceel Barde,45,55976,13994,NA,2015,9,NA,NA,NA
Ceel Barde,46,56070,14018,NA,2015,10,NA,NA,NA
Ceel Barde,47,56165,14041,NA,2015,11,NA,NA,NA
Ceel Barde,48,56260,14065,NA,2015,12,NA,NA,NA
Ceel Barde,49,56355,14089,0.050736525,2016,1,South-Central,Bakool,0
Ceel Barde,50,56451,14113,0.050736525,2016,2,South-Central,Bakool,0
Ceel Barde,51,56546,14136,0.050736525,2016,3,South-Central,Bakool,1171
Ceel Barde,52,56249,14062,0.063968229,2016,4,South-Central,Bakool,560
Ceel Barde,53,56344,14086,0.073671401,2016,5,South-Central,Bakool,480
Ceel Barde,54,56229,14057,0.078001972,2016,6,South-Central,Bakool,38
Ceel Barde,55,56286,14072,0.077946288,2016,7,South-Central,Bakool,4
Ceel Barde,56,56377,14094,0.077940437,2016,8,South-Central,Bakool,0
Ceel Barde,57,56473,14118,0.077940437,2016,9,South-Central,Bakool,0
Ceel Barde,58,56568,14142,0.077940437,2016,10,South-Central,Bakool,0
Ceel Barde,59,56664,14166,0.077940437,2016,11,South-Central,Bakool,0
Ceel Barde,60,56760,14190,0.077940437,2016,12,South-Central,Bakool,21
Ceel Barde,61,56835,14209,0.077909975,2017,1,South-Central,Bakool,70
Ceel Barde,62,56878,14220,0.078120349,2017,2,South-Central,Bakool,0
Ceel Barde,63,56974,14244,0.078120349,2017,3,South-Central,Bakool,704
Ceel Barde,64,56366,14092,0.077100465,2017,4,South-Central,Bakool,450
Ceel Barde,65,56012,14003,0.076449668,2017,5,South-Central,Bakool,69
Ceel Barde,66,56083,14021,0.077188912,2017,6,South-Central,Bakool,0
Ceel Barde,67,56178,14044,0.077188912,2017,7,South-Central,Bakool,282
Ceel Barde,68,55990,13998,0.076778928,2017,8,South-Central,Bakool,657
Ceel Barde,69,55429,13857,0.075825373,2017,9,South-Central,Bakool,6
Ceel Barde,70,55516,13879,0.075816679,2017,10,South-Central,Bakool,423
Ceel Barde,71,55187,13797,0.075204833,2017,11,South-Central,Bakool,48
Ceel Barde,72,55232,13808,0.075135523,2017,12,South-Central,Bakool,11
Ceel Barde,73,55315,13829,0.075119666,2018,1,South-Central,Bakool,762
Ceel Barde,74,54647,13662,0.07402306,2018,2,South-Central,Bakool,18
Ceel Barde,75,54721,13680,0.073997201,2018,3,South-Central,Bakool,164
Ceel Barde,76,54649,13662,0.07376199,2018,4,South-Central,Bakool,879
Ceel Barde,77,54580,13645,0.086257179,2018,5,South-Central,Bakool,467
Ceel Barde,78,54800,13700,0.096901665,2018,6,South-Central,Bakool,1305
Ceel Barde,79,54876,13719,0.119074931,2018,7,South-Central,Bakool,1221
Ceel Barde,80,54959,13740,0.139365929,2018,8,South-Central,Bakool,118
Ceel Barde,81,55033,13758,0.140951416,2018,9,South-Central,Bakool,826
Ceel Barde,82,55109,13777,0.154085671,2018,10,South-Central,Bakool,287
Ceel Barde,83,55174,13794,0.15812907,2018,11,South-Central,Bakool,1023
Ceel Barde,84,54453,13613,0.158938798,2018,12,South-Central,Bakool,17
Ceel Buur,13,97602,24400,NA,2013,1,NA,NA,NA
Ceel Buur,14,97767,24442,NA,2013,2,NA,NA,NA
Ceel Buur,15,97932,24483,NA,2013,3,NA,NA,NA
Ceel Buur,16,98098,24524,NA,2013,4,NA,NA,NA
Ceel Buur,17,98264,24566,NA,2013,5,NA,NA,NA
Ceel Buur,18,98430,24608,NA,2013,6,NA,NA,NA
Ceel Buur,19,98596,24649,NA,2013,7,NA,NA,NA
Ceel Buur,20,98764,24691,NA,2013,8,NA,NA,NA
Ceel Buur,21,98930,24732,NA,2013,9,NA,NA,NA
Ceel Buur,22,99098,24774,NA,2013,10,NA,NA,NA
Ceel Buur,23,99266,24816,NA,2013,11,NA,NA,NA
Ceel Buur,24,99433,24858,NA,2013,12,NA,NA,NA
Ceel Buur,25,99602,24900,NA,2014,1,NA,NA,NA
Ceel Buur,26,99770,24942,NA,2014,2,NA,NA,NA
Ceel Buur,27,99939,24985,NA,2014,3,NA,NA,NA
Ceel Buur,28,100108,25027,NA,2014,4,NA,NA,NA
Ceel Buur,29,100277,25069,NA,2014,5,NA,NA,NA
Ceel Buur,30,100447,25112,NA,2014,6,NA,NA,NA
Ceel Buur,31,100617,25154,NA,2014,7,NA,NA,NA
Ceel Buur,32,100787,25197,NA,2014,8,NA,NA,NA
Ceel Buur,33,100957,25239,NA,2014,9,NA,NA,NA
Ceel Buur,34,101128,25282,NA,2014,10,NA,NA,NA
Ceel Buur,35,101299,25325,NA,2014,11,NA,NA,NA
Ceel Buur,36,101471,25368,NA,2014,12,NA,NA,NA
Ceel Buur,37,101642,25410,NA,2015,1,NA,NA,NA
Ceel Buur,38,101814,25454,NA,2015,2,NA,NA,NA
Ceel Buur,39,101987,25497,NA,2015,3,NA,NA,NA
Ceel Buur,40,102159,25540,NA,2015,4,NA,NA,NA
Ceel Buur,41,102332,25583,NA,2015,5,NA,NA,NA
Ceel Buur,42,102505,25626,NA,2015,6,NA,NA,NA
Ceel Buur,43,102678,25670,NA,2015,7,NA,NA,NA
Ceel Buur,44,102852,25713,NA,2015,8,NA,NA,NA
Ceel Buur,45,103026,25756,NA,2015,9,NA,NA,NA
Ceel Buur,46,103201,25800,NA,2015,10,NA,NA,NA
Ceel Buur,47,103375,25844,NA,2015,11,NA,NA,NA
Ceel Buur,48,103550,25888,NA,2015,12,NA,NA,NA
Ceel Buur,49,103725,25931,0.326396364,2016,1,South-Central,Galgaduud,5
Ceel Buur,50,103896,25974,0.326379643,2016,2,South-Central,Galgaduud,18
Ceel Buur,51,104053,26013,0.326319546,2016,3,South-Central,Galgaduud,11
Ceel Buur,52,104218,26054,0.326282883,2016,4,South-Central,Galgaduud,32
Ceel Buur,53,104363,26091,0.326176406,2016,5,South-Central,Galgaduud,0
Ceel Buur,54,104539,26135,0.326176406,2016,6,South-Central,Galgaduud,5
Ceel Buur,55,104711,26178,0.326159825,2016,7,South-Central,Galgaduud,10
Ceel Buur,56,104878,26220,0.32612672,2016,8,South-Central,Galgaduud,17
Ceel Buur,57,105038,26260,0.326070535,2016,9,South-Central,Galgaduud,39
Ceel Buur,58,105177,26294,0.325941858,2016,10,South-Central,Galgaduud,0
Ceel Buur,59,105355,26339,0.325941858,2016,11,South-Central,Galgaduud,0
Ceel Buur,60,105533,26383,0.325941858,2016,12,South-Central,Galgaduud,24
Ceel Buur,61,105688,26422,0.325863073,2017,1,South-Central,Galgaduud,74
Ceel Buur,62,105793,26448,0.325620564,2017,2,South-Central,Galgaduud,15
Ceel Buur,63,105957,26489,0.325571489,2017,3,South-Central,Galgaduud,650
Ceel Buur,64,105486,26372,0.323448524,2017,4,South-Central,Galgaduud,1071
Ceel Buur,65,104593,26148,0.319956484,2017,5,South-Central,Galgaduud,0
Ceel Buur,66,104770,26192,0.319956484,2017,6,South-Central,Galgaduud,17
Ceel Buur,67,104931,26233,0.319901243,2017,7,South-Central,Galgaduud,781
Ceel Buur,68,104327,26082,0.317367699,2017,8,South-Central,Galgaduud,12
Ceel Buur,69,104491,26123,0.317328837,2017,9,South-Central,Galgaduud,13
Ceel Buur,70,104655,26164,0.317286808,2017,10,South-Central,Galgaduud,11
Ceel Buur,71,104821,26205,0.317251306,2017,11,South-Central,Galgaduud,21
Ceel Buur,72,104977,26244,0.317183642,2017,12,South-Central,Galgaduud,61
Ceel Buur,73,105094,26274,0.316987427,2018,1,South-Central,Galgaduud,13
Ceel Buur,74,105259,26315,0.316945682,2018,2,South-Central,Galgaduud,7
Ceel Buur,75,105430,26358,0.316923241,2018,3,South-Central,Galgaduud,261
Ceel Buur,76,105587,26397,0.318517698,2018,4,South-Central,Galgaduud,1949
Ceel Buur,77,105707,26427,0.331361489,2018,5,South-Central,Galgaduud,5
Ceel Buur,78,105881,26470,0.331344733,2018,6,South-Central,Galgaduud,1941
Ceel Buur,79,106039,26510,0.344209023,2018,7,South-Central,Galgaduud,0
Ceel Buur,80,106218,26554,0.344209023,2018,8,South-Central,Galgaduud,16
Ceel Buur,81,106382,26596,0.344153415,2018,9,South-Central,Galgaduud,33
Ceel Buur,82,106529,26632,0.344038919,2018,10,South-Central,Galgaduud,6
Ceel Buur,83,106703,26676,0.344018136,2018,11,South-Central,Galgaduud,1498
Ceel Buur,84,105386,26346,0.338838224,2018,12,South-Central,Galgaduud,0
Ceel Dheer,13,98574,24644,NA,2013,1,NA,NA,NA
Ceel Dheer,14,98740,24685,NA,2013,2,NA,NA,NA
Ceel Dheer,15,98907,24727,NA,2013,3,NA,NA,NA
Ceel Dheer,16,99075,24769,NA,2013,4,NA,NA,NA
Ceel Dheer,17,99242,24810,NA,2013,5,NA,NA,NA
Ceel Dheer,18,99410,24852,NA,2013,6,NA,NA,NA
Ceel Dheer,19,99578,24894,NA,2013,7,NA,NA,NA
Ceel Dheer,20,99747,24937,NA,2013,8,NA,NA,NA
Ceel Dheer,21,99915,24979,NA,2013,9,NA,NA,NA
Ceel Dheer,22,100084,25021,NA,2013,10,NA,NA,NA
Ceel Dheer,23,100254,25064,NA,2013,11,NA,NA,NA
Ceel Dheer,24,100423,25106,NA,2013,12,NA,NA,NA
Ceel Dheer,25,100593,25148,NA,2014,1,NA,NA,NA
Ceel Dheer,26,100763,25191,NA,2014,2,NA,NA,NA
Ceel Dheer,27,100934,25234,NA,2014,3,NA,NA,NA
Ceel Dheer,28,101105,25276,NA,2014,4,NA,NA,NA
Ceel Dheer,29,101275,25319,NA,2014,5,NA,NA,NA
Ceel Dheer,30,101447,25362,NA,2014,6,NA,NA,NA
Ceel Dheer,31,101619,25405,NA,2014,7,NA,NA,NA
Ceel Dheer,32,101791,25448,NA,2014,8,NA,NA,NA
Ceel Dheer,33,101963,25491,NA,2014,9,NA,NA,NA
Ceel Dheer,34,102135,25534,NA,2014,10,NA,NA,NA
Ceel Dheer,35,102308,25577,NA,2014,11,NA,NA,NA
Ceel Dheer,36,102481,25620,NA,2014,12,NA,NA,NA
Ceel Dheer,37,102654,25664,NA,2015,1,NA,NA,NA
Ceel Dheer,38,102828,25707,NA,2015,2,NA,NA,NA
Ceel Dheer,39,103002,25750,NA,2015,3,NA,NA,NA
Ceel Dheer,40,103176,25794,NA,2015,4,NA,NA,NA
Ceel Dheer,41,103351,25838,NA,2015,5,NA,NA,NA
Ceel Dheer,42,103526,25882,NA,2015,6,NA,NA,NA
Ceel Dheer,43,103701,25925,NA,2015,7,NA,NA,NA
Ceel Dheer,44,103876,25969,NA,2015,8,NA,NA,NA
Ceel Dheer,45,104052,26013,NA,2015,9,NA,NA,NA
Ceel Dheer,46,104228,26057,NA,2015,10,NA,NA,NA
Ceel Dheer,47,104404,26101,NA,2015,11,NA,NA,NA
Ceel Dheer,48,104581,26145,NA,2015,12,NA,NA,NA
Ceel Dheer,49,104758,26190,0.163010831,2016,1,South-Central,Galgaduud,22
Ceel Dheer,50,104913,26228,0.162975581,2016,2,South-Central,Galgaduud,17
Ceel Dheer,51,105073,26268,0.162948387,2016,3,South-Central,Galgaduud,0
Ceel Dheer,52,105252,26313,0.162948387,2016,4,South-Central,Galgaduud,11
Ceel Dheer,53,105418,26354,0.162930851,2016,5,South-Central,Galgaduud,20
Ceel Dheer,54,105577,26394,0.162899021,2016,6,South-Central,Galgaduud,0
Ceel Dheer,55,105755,26439,0.162899021,2016,7,South-Central,Galgaduud,900
Ceel Dheer,56,105034,26258,0.161471507,2016,8,South-Central,Galgaduud,42
Ceel Dheer,57,105170,26292,0.161405004,2016,9,South-Central,Galgaduud,15
Ceel Dheer,58,105333,26333,0.161381292,2016,10,South-Central,Galgaduud,0
Ceel Dheer,59,105511,26378,0.161381292,2016,11,South-Central,Galgaduud,0
Ceel Dheer,60,105689,26422,0.161381292,2016,12,South-Central,Galgaduud,0
Ceel Dheer,61,105868,26467,0.161381292,2017,1,South-Central,Galgaduud,44
Ceel Dheer,62,106003,26501,0.161312208,2017,2,South-Central,Galgaduud,79
Ceel Dheer,63,106104,26526,0.161188379,2017,3,South-Central,Galgaduud,548
Ceel Dheer,64,105735,26434,0.160330872,2017,4,South-Central,Galgaduud,0
Ceel Dheer,65,105914,26478,0.160330872,2017,5,South-Central,Galgaduud,0
Ceel Dheer,66,106093,26523,0.160330872,2017,6,South-Central,Galgaduud,0
Ceel Dheer,67,106273,26568,0.160330872,2017,7,South-Central,Galgaduud,0
Ceel Dheer,68,106452,26613,0.160330872,2017,8,South-Central,Galgaduud,0
Ceel Dheer,69,106632,26658,0.160330872,2017,9,South-Central,Galgaduud,12
Ceel Dheer,70,106801,26700,0.160312284,2017,10,South-Central,Galgaduud,0
Ceel Dheer,71,106982,26746,0.160312284,2017,11,South-Central,Galgaduud,5
Ceel Dheer,72,107158,26790,0.160304565,2017,12,South-Central,Galgaduud,6
Ceel Dheer,73,107333,26833,0.160295318,2018,1,South-Central,Galgaduud,69
Ceel Dheer,74,107445,26861,0.160189158,2018,2,South-Central,Galgaduud,36
Ceel Dheer,75,107591,26898,0.160133863,2018,3,South-Central,Galgaduud,0
Ceel Dheer,76,107773,26943,0.160133863,2018,4,South-Central,Galgaduud,38
Ceel Dheer,77,107917,26979,0.160075694,2018,5,South-Central,Galgaduud,0
Ceel Dheer,78,108100,27025,0.160075694,2018,6,South-Central,Galgaduud,0
Ceel Dheer,79,108283,27071,0.160075694,2018,7,South-Central,Galgaduud,6
Ceel Dheer,80,108460,27115,0.160066556,2018,8,South-Central,Galgaduud,0
Ceel Dheer,81,108644,27161,0.160066556,2018,9,South-Central,Galgaduud,0
Ceel Dheer,82,108827,27207,0.160066556,2018,10,South-Central,Galgaduud,7
Ceel Dheer,83,109004,27251,0.160055949,2018,11,South-Central,Galgaduud,16
Ceel Dheer,84,109173,27293,0.160031744,2018,12,South-Central,Galgaduud,13
Ceel Waaq,13,46485,11621,NA,2013,1,NA,NA,NA
Ceel Waaq,14,46564,11641,NA,2013,2,NA,NA,NA
Ceel Waaq,15,46642,11660,NA,2013,3,NA,NA,NA
Ceel Waaq,16,46721,11680,NA,2013,4,NA,NA,NA
Ceel Waaq,17,46801,11700,NA,2013,5,NA,NA,NA
Ceel Waaq,18,46879,11720,NA,2013,6,NA,NA,NA
Ceel Waaq,19,46959,11740,NA,2013,7,NA,NA,NA
Ceel Waaq,20,47038,11760,NA,2013,8,NA,NA,NA
Ceel Waaq,21,47118,11780,NA,2013,9,NA,NA,NA
Ceel Waaq,22,47198,11800,NA,2013,10,NA,NA,NA
Ceel Waaq,23,47277,11819,NA,2013,11,NA,NA,NA
Ceel Waaq,24,47357,11839,NA,2013,12,NA,NA,NA
Ceel Waaq,25,47437,11859,NA,2014,1,NA,NA,NA
Ceel Waaq,26,47518,11880,NA,2014,2,NA,NA,NA
Ceel Waaq,27,47598,11900,NA,2014,3,NA,NA,NA
Ceel Waaq,28,47679,11920,NA,2014,4,NA,NA,NA
Ceel Waaq,29,47759,11940,NA,2014,5,NA,NA,NA
